occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Aix galericulata","Aix galericulata (Linnaeus, 1758)","2498388","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix galericulata","Aix galericulata","(Linnaeus, 1758) ","2498388",
,"Aix sponsa","Aix sponsa (Linnaeus, 1758)","2498387","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa","Aix sponsa","(Linnaeus, 1758) ","2498387",
,"Alauda arvensis","Alauda arvensis Linnaeus, 1758","8077224","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Alauda","Alauda arvensis","Alauda arvensis","Linnaeus, 1758","8077224",
,"Alaudala rufescens","Alaudala rufescens (Vieillot, 1819)","8728578","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Calandrella","Calandrella rufescens","Alaudala rufescens","(Vieillot, 1819) ","8728578","2490682"
,"Alca torda","Alca torda Linnaeus, 1758","8277073","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Alca","Alca torda","Alca torda","Linnaeus, 1758","8277073",
,"Alcedo atthis","Alcedo atthis (Linnaeus, 1758)","2475532","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","Alcedo atthis","Alcedo atthis","(Linnaeus, 1758) ","2475532",
,"Alectoris barbara","Alectoris barbara (Bonnaterre, 1790)","2474045","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris barbara","Alectoris barbara","(Bonnaterre, 1790) ","2474045",
,"Alectoris chukar","Alectoris chukar (J.E.Gray, 1830)","2474029","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris chukar","Alectoris chukar","(J.E.Gray, 1830) ","2474029",
,"Alectoris graeca","Alectoris graeca (Meisner, 1804)","2474055","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris graeca","Alectoris graeca","(Meisner, 1804) ","2474055",
,"Alectoris rufa","Alectoris rufa (Linnaeus, 1758)","2474051","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris rufa","Alectoris rufa","(Linnaeus, 1758) ","2474051",
,"Alle alle","Alle alle (Linnaeus, 1758)","2481299","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Alle","Alle alle","Alle alle","(Linnaeus, 1758) ","2481299",
,"Alopochen aegyptiaca","Alopochen aegyptiaca (Linnaeus, 1766)","2498252","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Alopochen","Alopochen aegyptiaca","Alopochen aegyptiaca","(Linnaeus, 1766) ","2498252",
,"Amandava amandava","Amandava amandava (Linnaeus, 1758)","2493698","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Amandava","Amandava amandava","Amandava amandava","(Linnaeus, 1758) ","2493698",
,"Amaurornis phoenicurus","Amaurornis phoenicurus (Pennant, 1769)","2474732","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Amaurornis","Amaurornis phoenicurus","Amaurornis phoenicurus","(Pennant, 1769) ","2474732",
