occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Thryothorus leucopogon","Thryothorus leucopogon (Salvadori & Festa, 1899)","2493828","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus leucopogon","Thryothorus leucopogon","(Salvadori & Festa, 1899) ","2493828","7341082"
,"Thryothorus thoracicus","Thryothorus thoracicus Salvin, 1865","2493816","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus thoracicus","Thryothorus thoracicus","Salvin, 1865","2493816","6089791"
,"Thryothorus griseus","Thryothorus griseus (Todd, 1925)","2493817","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus griseus","Thryothorus griseus","(Todd, 1925) ","2493817","6089514"
,"Thryothorus modestus","Thryothorus modestus Cabanis, 1861","2493811","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus modestus","Thryothorus modestus","Cabanis, 1861","2493811","7341074"
,"Thryothorus semibadius","Thryothorus semibadius Salvin, 1870","2493824","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus semibadius","Thryothorus semibadius","Salvin, 1870","2493824","6089710"
,"Thryothorus superciliaris","Thryothorus superciliaris Lawrence, 1869","2493826","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus superciliaris","Thryothorus superciliaris","Lawrence, 1869","2493826","7341058"
,"Thryothorus longirostris","Thryothorus longirostris Vieillot, 1819","2493810","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus longirostris","Thryothorus longirostris","Vieillot, 1819","2493810","7341035"
,"Thryothorus guarayanus","Thryothorus guarayanus (Orbigny & Lafresnaye, 1837)","2493809","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus guarayanus","Thryothorus guarayanus","(Orbigny & Lafresnaye, 1837) ","2493809","6089532"
,"Thryothorus leucotis","Thryothorus leucotis Lafresnaye, 1845","2493818","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus leucotis","Thryothorus leucotis","Lafresnaye, 1845","2493818","7341038"
,"Thryothorus nigricapillus","Thryothorus nigricapillus P.L.Sclater, 1860","2493812","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cantorchilus","Cantorchilus nigricapillus","Thryothorus nigricapillus","P.L.Sclater, 1860","2493812","7341063"
,"Henicorhina leucophrys","Henicorhina leucophrys (Tschudi, 1844)","2493957","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Henicorhina","Henicorhina leucophrys","Henicorhina leucophrys","(Tschudi, 1844) ","2493957",
,"Thryothorus spadix","Thryothorus spadix (Bangs, 1910)","2493807","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius spadix","Thryothorus spadix","(Bangs, 1910) ","2493807","7341222"
,"Thryothorus fasciatoventris","Thryothorus fasciatoventris Lafresnaye, 1845","2493815","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius fasciatoventris","Thryothorus fasciatoventris","Lafresnaye, 1845","2493815","7341215"
,"Thryothorus euophrys","Thryothorus euophrys P.L.Sclater, 1860","2493825","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius euophrys","Thryothorus euophrys","P.L.Sclater, 1860","2493825","7341209"
,"Thryothorus mystacalis","Thryothorus mystacalis P.L.Sclater, 1860","2493798","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius mystacalis","Thryothorus mystacalis","P.L.Sclater, 1860","2493798","7341190"
,"Thryothorus coraya","Thryothorus coraya (Gmelin, 1789)","2493823","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius coraya","Thryothorus coraya","(Gmelin, 1789) ","2493823","7341156"
,"Ferminia cerverai","Ferminia cerverai Barbour, 1926","5231436","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Ferminia","Ferminia cerverai","Ferminia cerverai","Barbour, 1926","5231436",
,"Henicorhina negreti","Henicorhina negreti P.G.W.Salaman, Coopmans, T.M.Donegan, M.Mulligan, A.Cortes, S.L.Hilty & L.A.Ortega, 2003","5789241","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Henicorhina","Henicorhina negreti","Henicorhina negreti","P.G.W.Salaman, Coopmans, T.M.Donegan, M.Mulligan, A.Cortes, S.L.Hilty & L.A.Ortega, 2003","5789241",
,"Thryothorus genibarbis","Thryothorus genibarbis Swainson, 1838","2493827","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius genibarbis","Thryothorus genibarbis","Swainson, 1838","2493827","7341176"
,"Thryothorus eisenmanni","Thryothorus eisenmanni T.A.Parker & O'Neill, 1985","2493806","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius eisenmanni","Thryothorus eisenmanni","T.A.Parker & O'Neill, 1985","2493806","6090301"
,"Henicorhina leucoptera","Henicorhina leucoptera Fitzpatrick, Terborgh & Willard, 1977","2493956","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Henicorhina","Henicorhina leucoptera","Henicorhina leucoptera","Fitzpatrick, Terborgh & Willard, 1977","2493956",
,"Thryothorus maculipectus","Thryothorus maculipectus Lafresnaye, 1845","2493819","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius maculipectus","Thryothorus maculipectus","Lafresnaye, 1845","2493819","7341132"
,"Thryothorus rutilus","Thryothorus rutilus Vieillot, 1819","2493799","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius rutilus","Thryothorus rutilus","Vieillot, 1819","2493799","7341141"
,"Thryothorus sclateri","Thryothorus sclateri Taczanowski, 1879","2493822","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius sclateri","Thryothorus sclateri","Taczanowski, 1879","2493822","7341126"
,"Thryothorus felix","Thryothorus felix P.L.Sclater, 1860","2493808","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius felix","Thryothorus felix","P.L.Sclater, 1860","2493808","7341114"
,"Thryothorus atrogularis","Thryothorus atrogularis Salvin, 1865","2493800","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius atrogularis","Thryothorus atrogularis","Salvin, 1865","2493800","6089929"
,"Thryothorus ludovicianus","Thryothorus ludovicianus (Latham, 1790)","2493801","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryothorus","Thryothorus ludovicianus","Thryothorus ludovicianus","(Latham, 1790) ","2493801",
,"Thryothorus nicefori","Thryothorus nicefori Meyer de Schauensee, 1946","2493820","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryophilus","Thryophilus nicefori","Thryothorus nicefori","Meyer de Schauensee, 1946","2493820","6089798"
,"Henicorhina leucosticta","Henicorhina leucosticta (Cabanis, 1847)","2493958","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Henicorhina","Henicorhina leucosticta","Henicorhina leucosticta","(Cabanis, 1847) ","2493958",
,"Thryomanes bewickii","Thryomanes bewickii (Audubon, 1827)","2493843","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Thryomanes","Thryomanes bewickii","Thryomanes bewickii","(Audubon, 1827) ","2493843",
,"Cinnycerthia peruana","Cinnycerthia peruana (Cabanis, 1873)","2493787","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cinnycerthia","Cinnycerthia peruana","Cinnycerthia peruana","(Cabanis, 1873) ","2493787",
,"Cinnycerthia olivascens","Cinnycerthia olivascens Sharpe, 1882","7341239","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cinnycerthia","Cinnycerthia olivascens","Cinnycerthia olivascens","Sharpe, 1882","7341239",
,"Cinnycerthia fulva","Cinnycerthia fulva (P.L.Sclater, 1874)","7341229","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cinnycerthia","Cinnycerthia fulva","Cinnycerthia fulva","(P.L.Sclater, 1874) ","7341229",
,"Cinnycerthia unirufa","Cinnycerthia unirufa (Lafresnaye, 1840)","2493788","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cinnycerthia","Cinnycerthia unirufa","Cinnycerthia unirufa","(Lafresnaye, 1840) ","2493788",
,"Uropsila leucogastra","Uropsila leucogastra (Gould, 1837)","2493898","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Uropsila","Uropsila leucogastra","Uropsila leucogastra","(Gould, 1837) ","2493898",
,"Cyphorhinus thoracicus","Cyphorhinus thoracicus Tschudi, 1844","5231434","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cyphorhinus","Cyphorhinus thoracicus","Cyphorhinus thoracicus","Tschudi, 1844","5231434",
,"Cyphorhinus arada","Cyphorhinus arada (Hermann, 1783)","7340634","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cyphorhinus","Cyphorhinus arada","Cyphorhinus arada","(Hermann, 1783) ","7340634",
,"Cyphorhinus phaeocephalus","Cyphorhinus phaeocephalus P.L.Sclater, 1860","5231435","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Cyphorhinus","Cyphorhinus phaeocephalus","Cyphorhinus phaeocephalus","P.L.Sclater, 1860","5231435",
,"Hylorchilus navai","Hylorchilus navai Crossin & Ely, 1973","2493831","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Hylorchilus","Hylorchilus navai","Hylorchilus navai","Crossin & Ely, 1973","2493831",
,"Hylorchilus sumichrasti","Hylorchilus sumichrasti (Lawrence, 1871)","2493830","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Hylorchilus","Hylorchilus sumichrasti","Hylorchilus sumichrasti","(Lawrence, 1871) ","2493830",
,"Catherpes mexicanus","Catherpes mexicanus (Swainson, 1829)","5231430","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Catherpes","Catherpes mexicanus","Catherpes mexicanus","(Swainson, 1829) ","5231430",
,"Salpinctes obsoletus","Salpinctes obsoletus (Say, 1822)","5231483","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Salpinctes","Salpinctes obsoletus","Salpinctes obsoletus","(Say, 1822) ","5231483",
,"Microcerculus ustulatus","Microcerculus ustulatus Salvin & Godman, 1883","2493833","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Microcerculus","Microcerculus ustulatus","Microcerculus ustulatus","Salvin & Godman, 1883","2493833",
,"Microcerculus philomela","Microcerculus philomela (Salvin, 1861)","2493835","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Microcerculus","Microcerculus philomela","Microcerculus philomela","(Salvin, 1861) ","2493835",
,"Microcerculus bambla","Microcerculus bambla (Boddaert, 1783)","2493834","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Microcerculus","Microcerculus bambla","Microcerculus bambla","(Boddaert, 1783) ","2493834",
,"Microcerculus marginatus","Microcerculus marginatus (P.L.Sclater, 1855)","2493836","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Microcerculus","Microcerculus marginatus","Microcerculus marginatus","(P.L.Sclater, 1855) ","2493836",
,"Sitta tephronota","Sitta tephronota Sharpe, 1872","2484885","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta tephronota","Sitta tephronota","Sharpe, 1872","2484885",
,"Sitta neumayer","Sitta neumayer Michahelles, 1830","2484890","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta neumayer","Sitta neumayer","Michahelles, 1830","2484890",
,"Sitta yunnanensis","Sitta yunnanensis Ogilvie-Grant, 1900","2484914","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta yunnanensis","Sitta yunnanensis","Ogilvie-Grant, 1900","2484914",
,"Sitta victoriae","Sitta victoriae Rippon, 1904","2484913","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta victoriae","Sitta victoriae","Rippon, 1904","2484913",
,"Sitta castanea","Sitta castanea Lesson, 1830","2484887","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta castanea","Sitta castanea","Lesson, 1830","2484887",
,"Sitta nagaensis","Sitta nagaensis Godwin-Austen, 1874","2484912","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta nagaensis","Sitta nagaensis","Godwin-Austen, 1874","2484912",
,"Sitta pygmaea","Sitta pygmaea Vigors, 1839","2484907","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta pygmaea","Sitta pygmaea","Vigors, 1839","2484907",
,"Sitta pusilla","Sitta pusilla Latham, 1790","2484904","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta pusilla","Sitta pusilla","Latham, 1790","2484904",
,"Sitta leucopsis","Sitta leucopsis Gould, 1850","2484889","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta leucopsis","Sitta leucopsis","Gould, 1850","2484889",
,"Sitta oenochlamys","Sitta oenochlamys (Sharpe, 1877)","2484884","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta oenochlamys","Sitta oenochlamys","(Sharpe, 1877) ","2484884",
,"Sitta solangiae","Sitta solangiae (Delacour & Jabouille, 1930)","2484891","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta solangiae","Sitta solangiae","(Delacour & Jabouille, 1930) ","2484891",
,"Sitta frontalis","Sitta frontalis Swainson, 1820","9610931","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta frontalis","Sitta frontalis","Swainson, 1820","9610931",
,"Sitta magna","Sitta magna R.G.W.Ramsay, 1876","2484882","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta magna","Sitta magna","R.G.W.Ramsay, 1876","2484882",
,"Sitta azurea","Sitta azurea Lesson, 1830","2484915","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta azurea","Sitta azurea","Lesson, 1830","2484915",
,"Sitta ledanti","Sitta ledanti Vielliard, 1976","2484883","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta ledanti","Sitta ledanti","Vielliard, 1976","2484883",
,"Sitta krueperi","Sitta krueperi Pelzeln, 1863","2484880","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta krueperi","Sitta krueperi","Pelzeln, 1863","2484880",
,"Sitta cashmirensis","Sitta cashmirensis W.E.Brooks, 1871","2484902","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta cashmirensis","Sitta cashmirensis","W.E.Brooks, 1871","2484902",
,"Sitta villosa","Sitta villosa J.Verreaux, 1865","2484901","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta villosa","Sitta villosa","J.Verreaux, 1865","2484901",
,"Sitta whiteheadi","Sitta whiteheadi Sharpe, 1884","2484886","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta whiteheadi","Sitta whiteheadi","Sharpe, 1884","2484886",
,"Sitta canadensis","Sitta canadensis Linnaeus, 1766","2484879","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta canadensis","Sitta canadensis","Linnaeus, 1766","2484879",
,"Sitta himalayensis","Sitta himalayensis Jardine & Selby, 1835","2484888","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta himalayensis","Sitta himalayensis","Jardine & Selby, 1835","2484888",
,"Sitta formosa","Sitta formosa Blyth, 1843","2484903","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta formosa","Sitta formosa","Blyth, 1843","2484903",
,"Sitta europaea","Sitta europaea Linnaeus, 1758","2484916","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta europaea","Sitta europaea","Linnaeus, 1758","2484916",
,"Sitta carolinensis","Sitta carolinensis Latham, 1790","2484892","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta carolinensis","Sitta carolinensis","Latham, 1790","2484892",
,"Rhabdornis inornatus","Rhabdornis inornatus Ogilvie-Grant, 1896","2493154","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Rhabdornis","Rhabdornis inornatus","Rhabdornis inornatus","Ogilvie-Grant, 1896","2493154",
,"Rhabdornis grandis","Rhabdornis grandis Salomonsen, 1953","2493153","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Rhabdornis","Rhabdornis grandis","Rhabdornis grandis","Salomonsen, 1953","2493153",
,"Rhabdornis mystacalis","Rhabdornis mystacalis (Temminck, 1825)","2493152","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Rhabdornis","Rhabdornis mystacalis","Rhabdornis mystacalis","(Temminck, 1825) ","2493152",
,"Enodes erythrophris","Enodes erythrophris (Temminck, 1824)","2489002","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Enodes","Enodes erythrophris","Enodes erythrophris","(Temminck, 1824) ","2489002",
,"Scissirostrum dubium","Scissirostrum dubium (Latham, 1802)","2489124","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Scissirostrum","Scissirostrum dubium","Scissirostrum dubium","(Latham, 1802) ","2489124",
,"Aplonis magna","Aplonis magna (Schlegel, 1871)","2489034","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis magna","Aplonis magna","(Schlegel, 1871) ","2489034",
,"Aplonis cantoroides","Aplonis cantoroides (G.R.Gray, 1862)","2489031","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis cantoroides","Aplonis cantoroides","(G.R.Gray, 1862) ","2489031",
,"Aplonis opaca","Aplonis opaca (Kittlitz, 1833)","2489038","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis opaca","Aplonis opaca","(Kittlitz, 1833) ","2489038",
,"Aplonis striata","Aplonis striata (Gmelin, 1788)","2489037","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis striata","Aplonis striata","(Gmelin, 1788) ","2489037",
,"Aplonis zelandica","Aplonis zelandica (Quoy & Gaimard, 1830)","2489029","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis zelandica","Aplonis zelandica","(Quoy & Gaimard, 1830) ","2489029",
,"Aplonis minor","Aplonis minor (Bonaparte, 1850)","2489035","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis minor","Aplonis minor","(Bonaparte, 1850) ","2489035",
,"Aplonis dichroa","Aplonis dichroa (Tristram, 1895)","2489033","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis dichroa","Aplonis dichroa","(Tristram, 1895) ","2489033",
,"Aplonis panayensis","Aplonis panayensis (Scopoli, 1786)","2489036","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis panayensis","Aplonis panayensis","(Scopoli, 1786) ","2489036",
,"Aplonis atrifusca","Aplonis atrifusca (Peale, 1848)","2489030","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis atrifusca","Aplonis atrifusca","(Peale, 1848) ","2489030",
,"Aplonis cinerascens","Aplonis cinerascens Hartlaub & Finsch, 1871","2489022","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis cinerascens","Aplonis cinerascens","Hartlaub & Finsch, 1871","2489022",
,"Aplonis tabuensis","Aplonis tabuensis (Gmelin, 1788)","2489023","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis tabuensis","Aplonis tabuensis","(Gmelin, 1788) ","2489023",
,"Aplonis insularis","Aplonis insularis Mayr, 1931","2489041","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis insularis","Aplonis insularis","Mayr, 1931","2489041",
,"Aplonis feadensis","Aplonis feadensis (E.P.Ramsay, 1882)","2489024","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis feadensis","Aplonis feadensis","(E.P.Ramsay, 1882) ","2489024",
,"Aplonis mysolensis","Aplonis mysolensis (G.R.Gray, 1862)","2489027","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis mysolensis","Aplonis mysolensis","(G.R.Gray, 1862) ","2489027",
,"Aplonis crassa","Aplonis crassa (P.L.Sclater, 1883)","2489039","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis crassa","Aplonis crassa","(P.L.Sclater, 1883) ","2489039",
,"Aplonis brunneicapillus","Aplonis brunneicapillus (Danis, 1938)","5789259","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis brunneicapillus","Aplonis brunneicapillus","(Danis, 1938) ","5789259",
,"Aplonis santovestris","Aplonis santovestris Harrisson & A.J.Marshall, 1937","2489028","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis santovestris","Aplonis santovestris","Harrisson & A.J.Marshall, 1937","2489028",
,"Aplonis mystacea","Aplonis mystacea (Ogilvie-Grant, 1911)","2489043","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis mystacea","Aplonis mystacea","(Ogilvie-Grant, 1911) ","2489043",
,"Aplonis metallica","Aplonis metallica (Temminck, 1824)","2489042","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis metallica","Aplonis metallica","(Temminck, 1824) ","2489042",
,"Aplonis pelzelni","Aplonis pelzelni Finsch, 1876","2489032","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis pelzelni","Aplonis pelzelni","Finsch, 1876","2489032",
,"Aplonis grandis","Aplonis grandis (Salvadori, 1881)","2489025","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Aplonis","Aplonis grandis","Aplonis grandis","(Salvadori, 1881) ","2489025",
,"Gracula religiosa","Gracula religiosa Linnaeus, 1758","2488999","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Gracula","Gracula religiosa","Gracula religiosa","Linnaeus, 1758","2488999",
,"Gracula ptilogenys","Gracula ptilogenys Blyth, 1846","2489000","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Gracula","Gracula ptilogenys","Gracula ptilogenys","Blyth, 1846","2489000",
,"Ampeliceps coronatus","Ampeliceps coronatus Blyth, 1842","2489066","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Ampeliceps","Ampeliceps coronatus","Ampeliceps coronatus","Blyth, 1842","2489066",
,"Mino anais","Mino anais (Lesson, 1839)","2489014","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Mino","Mino anais","Mino anais","(Lesson, 1839) ","2489014",
,"Mino dumontii","Mino dumontii Lesson, 1827","2489013","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Mino","Mino dumontii","Mino dumontii","Lesson, 1827","2489013",
,"Basilornis corythaix","Basilornis corythaix (Wagler, 1827)","2489047","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Basilornis","Basilornis corythaix","Basilornis corythaix","(Wagler, 1827) ","2489047",
,"Basilornis mirandus","Basilornis mirandus (Hartert, 1903)","5789262","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Basilornis","Basilornis mirandus","Basilornis mirandus","(Hartert, 1903) ","5789262",
